06629745000109,49324221000104	718423,725294,742196,749314,755631,771795,772799,773340,779790,815049,815871,831441,869697,874421,886122,888860,890465,909849,910065,918385,922123,934942,953004,963388,975952,985644	7113675490	2	26	7113675490
25567140000681,25567140000762	854119,895976,917712	1123100	2	3	1123100
17077702000176,71483929000167	979115,979122,979132	1116381	2	3	1116381
07516896000105#1,10495154000155#0,42822858000181#1	817707#2	1102493	3	1	826870
07155661000135,22460323000109	946879,971933	1084772	2	2	1084772
01133225000189#0,08986188000109#0,10600312000190#0	770407#0	1079025	3	1	359675
08488365000119,21661111000119	809319,809439	1078716	2	2	1078716
06036612000110,23762552000302	979466	1051750	2	1	1051750
05120772000180,20496517000392	715445	1049580	2	1	1049580
17192048000141,17192048000303	788152,921751	1047848	2	2	1047848
19899651000193,23789059000106	920016	1032489	2	1	1032489
06280539000128#0,11395843000150#0,15107265000160#0	900409#0	1023618	3	1	341206
31673254000790,31673254001095	952577	1022302	2	1	1022302
08802723000116,42893222000120	768022,787281,880792,880934,882109,889944,890264,966701,966722,967260	1008139	2	10	1008139
24616773000165,86368057000163	910701,910714	991987	2	2	991987
17225202000134,17225202000215	833816	957550	2	1	957550
03947995000190,05009037000102	758022,758041	950500	2	2	950500
04142323000170,07398148000175	904677	942465	2	1	942465
01083568000186,64429400000108	901773	939600	2	1	939600
11593940000158,26078595000191	735663,928769,928841	923168	2	3	923168
19334622000184,24104615000126	885372,885382,885441	910720	2	3	910720
04654861000144,19961036000160	737372,806235	908680	2	2	908680
24871949000125,24871949000206	921849	907710	2	1	907710
00371677000136,08105851000100	895942,895974	888941	2	2	888941
03631765000118,11449499000135	808071,808221	876562	2	2	876562
03285009000184,07137610000180	978893	855730	2	1	855730
01925360000167,10943369000191	966978,967032,967127,967140	853922	2	4	853922
02933193000169,08420079000111	946535,948275	835000	2	2	835000
01404373000190,13400438000109	902947	813046	2	1	813046
00388550000120#0,14150662000152#0,42785345000148#0	985703#0	806707	3	1	268902
10282328000100,20276514000181	978881,978882,978884,978906	790832	2	4	790832
16527400000190,16527400000270	960886	769712	2	1	769712
07920529000172,20193865000129	729902	765266	2	1	765266
00836942000104#0,12579490000292#0,12580115000343#0	718648#0	764956	3	1	254985
47636014000160,60397874000156	947959	745267	2	1	745267
17756002000370,18519685000142	735031	725500	2	1	725500
52099983000169,56227994000138	775925	706780	2	1	706780
19268374000110,19268374000544	769380	696460	2	1	696460
05533177000177,19103290000127	978826,978884	687062	2	2	687062
07620907000100,10905378000198	890276,900813	686340	2	2	686340
01053369000125,02303541000114	827120,871860	686130	2	2	686130
18768796000192,19388008000103	777847	681550	2	1	681550
19728727000118,26949204000167	729512	675611	2	1	675611
14150662000152,42785345000148	956203,985703	668655	2	2	668655
02443611000130,21466388000190	756397,919171	668361	2	2	668361
10681754000108,10688221000158	849975,850132	656796	2	2	656796
04272202000143,16695045000168	975370	637170	2	1	637170
03343330000178,09581236000133	937349	614180	2	1	614180
23407794000108,86451358000156	835215,835220,835222,835245,835253,835258,835259	611124	2	7	611124
05367899000107,71106157000144	892962	601650	2	1	601650
10680527000168,18070048000131	786912	597560	2	1	597560
02251332000174,03815963000131	751331,889166	589280	2	2	589280
05333043000102,11917674000171	903416,903454,903470,903488,903521	588556	2	5	588556
58295213001816,63736714000182	782864,802283	588254	2	2	588254
20874277000231,20874277000665	732385,732547	575070	2	2	575070
67729178000220,67729178000491	978823	572887	2	1	572887
01354546000103,24897571000139	808923,808933,809021	561159	2	3	561159
04869661000109,13169186000159	893775	557200	2	1	557200
03638381000127,06867357000158	880852	552389	2	1	552389
14721695000105,19221018000141	773677	548500	2	1	548500
08183359000153,08183359000315	761691	541380	2	1	541380
02018303000167,15629893000106	766543	535090	2	1	535090
03900553000199,86423753000125	784088,784201	531407	2	2	531407
05475966000107,13216302000143	896179,896226	526500	2	2	526500
07316691000186,10493969000103	853115	513514	2	1	513514
03011712000102,20821150000173	792621,941212	510025	2	2	510025
18551507000107,18552505000124	930858	507000	2	1	507000
00974660000173,23034174000251	741505,741571	499202	2	2	499202
10906218000163,10906218000244	891451,891471,891493,891511	496031	2	4	496031
19525278000372,23647365000108	796791,797013,840298,890483	490597	2	4	490597
10807173000170,23866426000128	945290	485520	2	1	485520
01133225000189#0,08986188000109#1,25646514000140#1	770407#2	479566	3	1	359675
01133225000189#0,10600312000190#1,25646514000140#1	770407#2	479566	3	1	359675
11395843000150,15107265000160	761307,900409	463501	2	2	463501
06073848000127,09053134000145	806307	457751	2	1	457751
08026075000153,13226892000195	853260,979352	446622	2	2	446622
14243516000171,14243700000111	810339	434793	2	1	434793
02224511000112,20282265000137	979920	424579	2	1	424579
19525278000100,47003579000100	855461	414545	2	1	414545
06155278000114,19157361000174	758769,778719,778943,778975,779104,779289,856944	412667	2	7	412667
04557755000223,04557755000304	814343	412452	2	1	412452
01354546000103,24897571000309	746767	392698	2	1	392698
01949381000112,19888650000143	798380	382209	2	1	382209
14771446000124,23647365000108	770288,770390	382180	2	2	382180
26921908000202,26921908000555	842380	378504	2	1	378504
11485445000125,15400712000175	792800	375291	2	1	375291
01354546000294,24897571000309	746848	372541	2	1	372541
15392414000180,23437064000150	752983,867550	367830	2	2	367830
05082446000126,26172037000190	822156	367384	2	1	367384
06138468000123,27822759000106	726113	365512	2	1	365512
64440555000137,64440555000218	806662,806663	340200	2	2	340200
26677851000167,52202744000192	945247	324809	2	1	324809
01722595000151,02213688000113	814076	323608	2	1	323608
24478341000135,27829102000170	726039	322404	2	1	322404
25567140000762,25567140001068	895938	319357	2	1	319357
04302534000123,66438466000181	874297,874348	314630	2	2	314630
01228185000159,10788428000102	975728	311472	2	1	311472
00029372000221,00029372000655	858942,858943	304737	2	2	304737
02783664000108,11052709000157	773579	303118	2	1	303118
25567140000509,25567140000762	809817	300870	2	1	300870
03209283000174,06277268000151	828377	300822	2	1	300822
06013589000149,10642633000157	770310,770365,770437	299400	2	3	299400
16740086000129,18271866000100	918725	289345	2	1	289345
01929665000147#0,01929665000309#0,21483615000196#0	774966#0	283500	3	1	94500
19571361000116,25332743000190	941886	281822	2	1	281822
08331850000184,24546522000151	851273	279538	2	1	279538
19525278000100,23647365000108	848685,848729	274482	2	2	274482
00738238000119,00738238000380	752428	270000	2	1	270000
28672087000162,28672087007507	862426,878557,878601	261194	2	3	261194
03955611000181,09635181000105	864402	260700	2	1	260700
00067750000261,25567140000681	742011,912261	260524	2	2	260524
04606368000159,09196982000103	829228,829231	259640	2	2	259640
00836942000104,10438157000157	917908	258720	2	1	258720
07508373000117,18669729000110	774958,774964,822368,969017,969027,978898	257483	2	6	257483
17037334000566,19446244000120	780183	250200	2	1	250200
03407691000300#1,06166353000142#0,20848371000135#1	814380#2	248754	3	1	186565
16928871000100,16928871000614	976792	240000	2	1	240000
13929982000142,71145668000175	726067	239900	2	1	239900
04622116000113#0,05835916000185#0,71208516000174#0	973611#0	232042	3	1	77347
04109169000135,10666954000191	950716	224817	2	1	224817
45987062000177,45987062000681	913950,913998	223689	2	2	223689
17426228000140,23244166000159	831808	221300	2	1	221300
19588391000488,23624431000205	831808	221300	2	1	221300
03475216000100,14063229000180	882845	220000	2	1	220000
01563351000173,01563351000254	776916	218000	2	1	218000
14190675000155,14190675000236	762182	210793	2	1	210793
19588391000135,19588391000488	777237	203400	2	1	203400
15195632000125,64306913000113	772316,931441	198999	2	2	198999
07198998000120,24863560000138	804203	195346	2	1	195346
05351543000177,32305500000128	801699	188700	2	1	188700
06244732000103,14165863000123	783467	186019	2	1	186019
11260846000187,12432995000149	848805	182874	2	1	182874
10328635000176,11405384000149	897392	170000	2	1	170000
04047735000121,20515556000128	778253,816235	169433	2	2	169433
04582480000105,17405622000100	742900,861333	168800	2	2	168800
21717251000161,21717251000242	731716	166215	2	1	166215
14771446000124,19525278000372	949335	165800	2	1	165800
19525278000100,19525278000372	853053	162302	2	1	162302
04413005000105,18266930000157	781915,802206	161115	2	2	161115
10962750000106,23961667000156	982291,982322	151228	2	2	151228
10238783000108,17877227000112	760483,872054	148970	2	2	148970
01509731000120#1,04851699000154#1,22719843000185#0	730332#2	141816	3	1	106362
03269296000139,15228157000146	775502	140000	2	1	140000
04702118000384,41716499001006	848795	135317	2	1	135317
09169428000137,18295299000114	883597	134838	2	1	134838
02491874000114,08353199000143	837386,837449	132190	2	2	132190
35820448000136,35820448013700	972677	128800	2	1	128800
17027418000195,17027418000942	724701	126102	2	1	126102
04111956000111,19795533000135	796274,923419	124012	2	2	124012
07748804000112,12515512000170	745474,887602,922854,968181	121947	2	4	121947
01744153000106,17192048000494	758799	121800	2	1	121800
05750701000161,09620946000125	908721	119800	2	1	119800
49475833000106,49475833001684	953205	115502	2	1	115502
09299577000110,14909613000150	717952	113962	2	1	113962
17037334000485,19446244000120	856281	112900	2	1	112900
08545316000170,27420969000178	894279	110000	2	1	110000
07940707000127,14749549000198	976380	108990	2	1	108990
33000118000179,76535764000143	737276	107536	2	1	107536
07414120000184,14830396000109	897795	106900	2	1	106900
21743265000150,21743265000583	764075	100927	2	1	100927
02962068000187,10519768000120	784711,812334,957588	95562	2	3	95562
21743265000400,21743265000583	765593	95017	2	1	95017
00098809000106,17300096000106	916444	94350	2	1	94350
11934594000124,21934551000100	812523	93900	2	1	93900
17316566000120,17343171000116	942708	91000	2	1	91000
01735407000120,08601980000190	853686,853690	90733	2	2	90733
09176186000109,38064515000128	978882	86535	2	1	86535
71084305000177,71511158000174	790001,938072,966390	86164	2	3	86164
58344359000166,61374161000130	737250	84000	2	1	84000
04635192000163,07660130000108	913377,913491,913688	82375	2	3	82375
02363611000120,05007965000120	864200,864380,864524	80106	2	3	80106
21045091000151,42955476000126	860730	80000	2	1	80000
10596600000118,11283948000118	860240	79900	2	1	79900
02702957000105,50734102000109	817303	79866	2	1	79866
16740086000129,42785345000148	894412	78552	2	1	78552
03025429000121,03779298000178	985246	75740	2	1	75740
09116630000109,15781331000183	980445,980463	74645	2	2	74645
10248952000182,19280772000152	820378	74399	2	1	74399
07514572000138,20083986000118	960891	74245	2	1	74245
09357478000148,14970050000106	856878	73200	2	1	73200
22266950000103,25214028000152	849769	73200	2	1	73200
13253884000138,13929982000142	725325	72650	2	1	72650
02648739000130,23360253000171	727872	72029	2	1	72029
14502966000131,26014795000180	956993	70800	2	1	70800
17836461000100,17836461000363	819991	70200	2	1	70200
07588730000102,08245260000139	805790	69880	2	1	69880
17110310000161,19875442000100	756768	69725	2	1	69725
07332350000102,18411844000190	786607	68760	2	1	68760
84684455006951,84684455007176	797038	68355	2	1	68355
06540805000104,65134454000109	727460,807167,807168,807169	67296	2	4	67296
17036666000100,17036666000283	801111	66577	2	1	66577
19994474000124,19994474000205	976610	65668	2	1	65668
10451713000125,17095753000120	918822	64042	2	1	64042
02682577000156,27028240000150	894063	61910	2	1	61910
12274503000134,25338385000122	764820	61906	2	1	61906
11315529000110,23865744000174	882911	61600	2	1	61600
08699234000180,22206004000163	901520	58800	2	1	58800
09080759000104,20875464000159	875568	57455	2	1	57455
07306147000153,07904276000143	917595,923699	56234	2	2	56234
01356570000181,01378407000110	965418	55800	2	1	55800
04222408000169,11888073000188	919496	53250	2	1	53250
05093900000144,22303531000196	732274,732465	52494	2	2	52494
03660102000121,11925969000190	864290,864418,907177	50261	2	3	50261
64209810000135,64209810000216	763363	48444	2	1	48444
02555374000107,10606545000108	937318,937338,937344,937353	45230	2	4	45230
02817838002656,08821242000158	825940	45025	2	1	45025
07105561000102,11033888000185	853294	43200	2	1	43200
07195814000178,21203436000158	810399	42480	2	1	42480
08338200000160,20297455000128	864296	42296	2	1	42296
19520270000151,21776529000171	848693	40255	2	1	40255
14090191000134,17815826000101	888147	40236	2	1	40236
04465003000151#1,08968320000141#0,19302579000175#1	768317#2	40000	3	1	30000
08241628000190#0,17104399000153#1,86582863000130#1	904182#2	39582	3	1	29686
08366420000106,18695016000121	949371	39500	2	1	39500
03925139000134,10210073000161	783327	39000	2	1	39000
08530023000110,14207339000178	821404	38400	2	1	38400
08598911000174,13630573000140	795075,953569	38100	2	2	38100
05746657000116,21062371000178	728119	37959	2	1	37959
07828539000182,24333314000174	858787	37200	2	1	37200
02829842000186,03370119000144	934270	36638	2	1	36638
13138905000174,22235531000104	981574	36490	2	1	36490
71189278000105,71189278000520	962116	36150	2	1	36150
04372089000259,10329304000150	904148	36000	2	1	36000
04830190000125,23940109000104	929346	35761	2	1	35761
03886930000182,07569360000158	744958	33000	2	1	33000
04406717000199,04406717000270	756387	32590	2	1	32590
15062735000117,22144375000168	907095	32500	2	1	32500
14441895000104,16951188000193	868961	30920	2	1	30920
02585687000108,02896840000100	799658	29000	2	1	29000
14244832000168,48624175000104	857589	28814	2	1	28814
01541266000104,07004048000117	772649	28000	2	1	28000
02618172000159,10630958000110	900114	28000	2	1	28000
19342138000105,19342138000369	826797,826943	27942	2	2	27942
01929665000309,21483615000510	854082	27900	2	1	27900
08217254000178,16742041000193	823441	25493	2	1	25493
65289613000136,86544996000111	733037,773284	23933	2	2	23933
26183715000110,26183715000382	951463	23736	2	1	23736
04802106000160,10920266000106	732686	23719	2	1	23719
02555374000107,07121806000187	937392	21840	2	1	21840
02321483000151,06140504000274	962717	20974	2	1	20974
01539549000111,11300320000183	859304	20586	2	1	20586
05370299000190,05370299000270	905299	20190	2	1	20190
17155342000183,17155342000345	945329	18774	2	1	18774
05499944000179,18913529000161	733558	18000	2	1	18000
11519500000150,17336390000178	939342	18000	2	1	18000
54484753000149,61074175000138	745913	17433	2	1	17433
03746398000289,05266324000351	735001	17160	2	1	17160
12063548000160,19014794000170	794980	16600	2	1	16600
03245703000178,07989229000140	836734	15800	2	1	15800
03417494000100,08072145000100	856877	15221	2	1	15221
04389531000179,16802563000133	790812	14520	2	1	14520
08538628000157,08640297000161	887754	13850	2	1	13850
05194502000114,42900852000185	776452,776456,776471	13449	2	3	13449
10641500000166,19485623000120	830533	12000	2	1	12000
07019009000193,10709067000153	800357	11820	2	1	11820
03768632000198,05164426000102	744823	11691	2	1	11691
00435409000130,01437362000107	973602	11400	2	1	11400
05968191000284,26326421000109	910009	11400	2	1	11400
09265033000138,09666624000117	768886	11270	2	1	11270
09650705000129,18023366000141	756773	11050	2	1	11050
19910600000115,42864363000115	938657	10555	2	1	10555
04454873000125,08880595000129	983980	9440	2	1	9440
00684182000167,16850359000198	980216	8120	2	1	8120
61198164000160,61198164000321	762291	3424	2	1	3424
08517373000146,17318757000120	953039	2309	2	1	2309
19063728000190,21013054000161	952914	473	2	1	473
00444990000157,04272725000190	155611	0	2	1	0
05594006000158,23946916000134	981556	0	2	1	0
07352299000192,22538375000142	773161	0	2	1	0
